	1ATP_AGC	3NX8_AGC	1GZK_AGC	1H1W_AGC	1OMW_AGC	1VZO_AGC	1XJD_AGC	1ZRZ_AGC	2ACX_AGC	2ETR_AGC	2F2U_AGC	2I0E_AGC	2VD5_AGC	4AW2_AGC	2Z7Q_AGC	3G51_AGC	4FG8_CAMK	1A06_CAMK	1IA8_CAMK	2QHN_CAMK	1IG1_CAMK	1KWP_CAMK	1TKI_CAMK	1XWS_CAMK	1ZMU_CAMK	1ZWS_CAMK	2AC3_CAMK	2CN5_CAMK	2H6D_CAMK	2HW6_CAMK	2IWI_CAMK	2J90_CAMK	2JAM_CAMK	2JC6_CAMK	2Y7J_CAMK	2PHK_CAMK	2QNJ_CAMK	2V7O_CAMK	2VN9_CAMK	3BHH_CAMK	3C0G_CAMK	1CKI_CK1	2C47_CK1	2CHL_CK1	2CMW_CK1	3OP5_CK1	2JII_CK1	5UU1_CK1	2V62_CK1	1BI7_CMGC	1CM8_CMGC	2ZOQ_CMGC	4ZZN_CMGC	1ERK_CMGC	1H4L_CMGC	1HCK_CMGC	1I09_CMGC	1JNK_CMGC	1UA2_CMGC	3RGF_CMGC	1UKH_CMGC	1WBP_CMGC	1WFC_CMGC	1Z57_CMGC	2EU9_CMGC	2I6L_CMGC	3COI_CMGC	1JWH_Other	1MUO_Other	3FPQ_Other	1X8B_Other	2BUJ_Other	2JAV_Other	2OWB_Other	3CEK_Other	3COK_Other	1S9I_STE	1S9J_STE	1U5Q_STE	2BVA_STE	2C30_STE	5VIL_STE	2CLQ_STE	2DYL_STE	2F57_STE	2J51_STE	2J7T_STE	3CKW_STE	3COM_STE	1FGK_TK	1AD5_TK	1BYG_TK	1FMK_TK	1FPU_TK	1FVR_TK	1GJO_TK	1IRK_TK	1K2P_TK	5H3Q_TK	4ASZ_TK	1LUF_TK	1M14_TK	1MP8_TK	1MQB_TK	1PKG_TK	1R0P_TK	1RJB_TK	1SM2_TK	1U46_TK	1VR2_TK	1YVJ_TK	2B7A_TK	2DQ7_TK	2GSF_TK	2HEL_TK	2I1M_TK	2IVS_TK	2P0C_TK	2R2P_TK	2REI_TK	3BBT_TK	3BKB_TK	3CC6_TK	3LCK_TK	5HI2_TKL	3OMV_TKL	1UWH_TKL	5V5N_TKL	2EVA_TKL	4ZTN_TKL	2NRU_TKL	2QLU_TKL	4UY9_TKL	4UYA_TKL	
2J7T_STE	40.6703	41.2738	41.0148	44.6202	9.3661	45.5523	40.5605	41.761	17.4611	28.0907	31.5842	42.6483	29.2877	30.6029	39.3789	44.269	41.7875	43.6429	45.631	44.6158	44.415	42.396	40.3905	36.893	45.0017	43.6931	37.4527	45.2701	40.8094	35.9317	33.7583	42.5115	43.5058	43.6724	43.6299	44.3042	44.4474	45.6013	48.0071	46.3276	44.2671	38.591	41.605	40.7249	41.4427	43.3577	38.0266	40.8888	41.785	39.2797	44.4453	40.323	40.6078	38.2297	42.0365	46.177	37.2741	41.0584	42.5018	41.7332	42.904	41.0875	41.4903	41.2923	38.9623	46.3202	40.0839	38.6751	39.2553	38.3755	40.4302	40.0849	38.9261	43.2472	33.7046	34.1775	46.1423	43.976	46.3968	44.7023	42.7572	42.9111	42.0916	43.6348	42.9736	51.6443	100.0	43.3546	43.8441	47.2175	24.9846	38.5776	23.9312	44.4273	45.5611	46.8974	43.0307	37.7528	40.5959	43.7782	38.871	46.2745	39.1101	42.3662	44.5785	42.0132	40.0229	35.3625	39.6996	44.705	36.0671	40.62	44.3523	43.1294	37.9653	43.7385	43.9957	39.0991	45.7766	43.6946	46.0266	31.0769	43.1807	45.3143	37.3899	39.8996	40.7132	44.5247	44.6507	46.359	46.7439	45.7784	47.9737	45.6313	
3CKW_STE	35.7241	36.2149	39.6034	46.274	6.7695	38.4569	39.4535	35.9348	12.5048	20.2705	22.8321	34.8616	20.6618	22.1209	41.2895	43.1427	42.6514	41.062	41.7377	40.9059	45.3216	36.4019	34.5134	35.0197	39.3006	44.3101	32.2037	41.8115	38.1597	38.8842	33.0483	41.7544	45.3319	42.9393	37.4082	42.422	37.6474	38.7118	41.0242	40.2086	35.8511	36.7605	40.9712	38.8531	40.3223	36.4715	32.9271	37.4672	38.5582	36.5199	33.5149	31.5749	33.3692	29.8107	39.2863	40.6042	30.1562	30.8629	38.911	33.8449	33.9602	32.4155	31.1506	33.3973	30.2666	39.1003	31.8263	31.1789	42.3054	42.433	38.9309	33.0553	39.8188	39.6737	37.3651	33.9253	38.8828	38.9549	39.2289	36.7702	35.977	45.3047	45.168	41.3131	35.896	42.2384	43.3546	100.0	44.1336	40.4697	18.2191	36.8184	17.3649	40.4959	38.2611	39.6979	34.8471	39.4424	32.2788	37.0748	33.0595	37.5581	38.5853	38.9913	40.0517	35.1348	36.8226	35.5392	35.504	39.9035	31.5173	40.8746	43.0311	38.7166	36.1704	36.5375	40.7711	37.469	39.2905	35.892	39.1952	23.5798	39.8135	41.8766	38.8853	39.7172	40.0659	37.2753	37.1523	42.1951	41.115	38.4264	37.4837	38.8866	
3COM_STE	36.6471	36.8599	39.357	42.2986	7.3023	38.166	39.5891	38.9458	13.3329	21.9246	25.2923	36.7779	23.1271	24.5716	38.4977	41.0148	41.9739	41.4912	42.2061	41.673	43.7772	38.5129	38.3439	37.7621	38.829	42.0616	35.2668	39.0638	42.597	39.0335	35.7788	40.1296	42.5314	42.1138	39.6154	44.085	37.9632	41.2147	44.0576	43.0671	38.9711	38.2392	38.8562	38.8677	38.4314	37.3901	34.794	37.3167	38.1172	39.7289	35.7814	33.6941	34.4569	31.2485	38.7154	42.2699	33.3453	34.4896	41.9901	35.2746	37.2066	32.8144	34.5147	35.2921	31.3144	40.6259	33.0014	33.0847	39.3329	41.6396	42.8297	37.0462	38.2984	39.3301	39.495	36.0175	42.8798	42.8601	43.139	41.9632	40.3567	46.458	45.7655	44.4397	41.4551	42.9077	43.8441	44.1336	100.0	42.6186	19.729	38.2066	18.5899	41.7835	40.5739	43.1316	39.0735	41.0581	38.3027	42.9503	37.0085	40.1923	42.7403	45.3525	43.3483	38.7217	40.2314	37.9585	38.9635	41.6625	33.1285	41.0955	45.3062	43.7745	42.9795	42.3832	41.4414	38.6891	45.1752	43.7465	43.3785	25.4071	41.69	45.1966	42.9711	45.9467	46.4119	41.6095	41.3028	46.0468	45.3628	40.7743	41.4464	41.7988	
1FGK_TK	39.0764	39.4645	44.7153	43.4486	8.755	41.8372	40.6439	44.5855	16.2331	27.9941	30.9726	40.7788	28.7251	29.3701	41.8562	43.8805	40.5073	41.6166	45.6433	44.798	41.6481	41.4289	37.7888	39.9442	46.9255	39.9939	37.6653	42.7209	43.1018	38.3322	36.0295	39.2173	41.733	41.7186	44.3555	45.9309	42.7131	43.6127	46.6082	45.3115	44.7507	41.9218	42.5128	42.5067	42.1398	42.6522	41.7816	42.3585	43.2712	43.8722	44.0467	38.2203	38.8551	35.7516	44.8591	46.3623	37.8735	40.6082	43.2572	40.4446	41.7754	36.9132	40.2324	40.4637	36.7111	45.9482	38.6767	40.1954	41.5196	39.0997	43.503	41.7469	42.433	43.7035	35.3958	36.8409	46.053	44.8104	47.5458	47.437	47.5701	42.5377	41.7177	45.6213	47.0456	44.9435	47.2175	40.4697	42.6186	100.0	22.9201	43.9327	22.7611	46.3424	47.4534	54.1195	47.2725	43.4055	43.7262	47.2437	43.2878	45.0958	43.2725	44.5477	47.3008	44.7573	43.9765	39.0332	45.039	48.1005	41.6669	44.6036	46.4758	47.1341	42.0403	45.5014	50.2779	44.7341	47.5032	46.4337	48.5893	30.847	45.0389	45.5968	41.4121	43.4979	43.8221	45.6086	45.4643	45.0542	44.912	46.5466	44.788	44.958	
1AD5_TK	35.2491	34.9582	20.5334	24.2851	31.9242	31.2832	22.0001	30.2459	50.5079	49.4343	49.1144	34.3895	45.106	51.2413	17.6439	22.9888	19.655	23.3244	21.2746	20.6421	23.3176	32.5784	30.8286	20.2156	27.2778	22.9327	22.3615	24.5858	17.9434	15.5709	14.3175	20.2752	23.4405	23.6366	23.9652	22.9427	34.3603	28.617	27.5017	24.3229	28.1495	25.2343	24.308	26.076	25.3529	32.16	30.3084	29.9616	29.07	20.6727	35.7197	40.758	35.9512	41.1144	22.0055	26.0325	36.139	40.133	22.9954	32.5403	34.508	40.7671	38.9716	34.2565	36.8426	26.2648	41.086	34.3114	16.9735	19.3703	18.4401	24.2114	17.2446	25.733	17.5992	13.8655	28.3468	25.0986	30.009	21.5555	24.8391	21.0767	19.5075	21.669	27.0033	25.6569	24.9846	18.2191	19.729	22.9201	100.0	16.0326	60.373	22.2459	27.3801	23.0081	27.9051	18.3521	25.9162	24.3167	20.7809	29.4171	17.3802	19.8155	25.101	27.2556	26.2767	15.7348	17.1446	22.1803	23.4237	23.9334	19.701	23.7967	17.8062	29.8292	24.3081	16.4291	24.097	22.2193	21.6309	43.1579	20.6306	21.4853	16.4841	19.6433	19.8176	25.5208	25.7713	24.2864	26.0911	26.0745	31.4169	21.9369	
1BYG_TK	30.8742	31.2309	41.8356	37.2788	6.0814	33.3239	37.3812	36.2877	11.4953	20.6559	22.9252	31.9692	21.3148	21.1871	41.5465	38.597	37.5085	37.0857	41.1214	40.5457	36.8641	31.5469	31.013	37.1595	38.682	35.0018	35.13	37.0517	41.2309	40.8158	36.3479	34.7814	37.2777	37.035	37.2943	40.3589	33.3538	35.4364	38.0346	39.0092	37.906	36.2729	34.8507	34.9378	35.3909	33.4721	34.551	34.9715	35.9166	40.1773	32.9383	27.0355	28.0134	25.3469	40.7477	38.6244	29.0048	29.3652	37.1071	30.6191	32.2989	27.895	29.076	30.9735	28.0745	36.0719	28.8056	29.9036	40.1072	36.8695	42.1167	35.4327	38.8416	36.1782	31.5077	37.1183	38.3591	39.3737	38.5309	41.6934	39.7422	38.805	39.1077	40.2689	38.1924	36.3052	38.5776	36.8184	38.2066	43.9327	16.0326	100.0	16.3386	41.4133	39.8305	43.5723	39.3708	43.1002	37.3522	40.5222	39.5275	35.8843	41.3008	41.1776	41.0558	38.2266	40.014	42.8478	43.3628	42.378	36.7869	38.7552	43.4034	41.6709	40.6771	37.812	44.2947	43.2077	41.7965	42.2384	41.2432	23.8764	41.2935	40.4155	40.0241	41.3108	39.7843	39.5399	39.2684	39.2825	38.3777	40.3967	35.2669	39.4911	
1FMK_TK	33.1946	32.9657	20.9726	23.8959	30.6577	30.9087	20.8704	29.3217	53.1731	46.3886	44.5683	32.3831	47.6278	50.0876	17.5498	22.2988	18.1181	21.2981	21.0149	20.3029	22.2213	31.077	28.7642	19.942	27.0942	21.6013	22.2744	24.2467	17.3608	15.4214	14.4504	19.1938	22.7281	22.2926	23.8761	22.6753	32.757	28.2407	26.9236	24.1688	28.2699	24.5869	24.5077	25.9302	25.6954	31.0096	31.509	30.1902	29.2581	20.7268	35.735	39.6851	34.4003	39.2095	22.3653	25.9739	37.5075	38.4627	23.1101	30.179	32.7388	39.4477	37.8011	33.1164	37.3633	25.7479	40.0289	33.0303	17.3023	19.2298	17.9532	24.5305	17.4174	25.8771	15.9598	13.6773	27.3417	23.4653	29.0013	21.2833	25.0926	20.1693	18.6554	21.0366	26.6864	24.5775	23.9312	17.3649	18.5899	22.7611	60.373	16.3386	100.0	22.5281	28.0594	23.0583	28.1507	18.2932	26.8877	24.6555	21.1586	28.3634	17.3342	19.1561	24.6428	27.0751	26.3956	15.881	17.5623	22.2758	24.0023	23.4158	19.5458	22.8139	16.9399	29.6799	24.3079	16.5716	23.3058	21.8312	21.3877	45.9196	20.4719	21.2263	15.8966	19.0606	18.8959	25.4054	25.691	23.4369	25.0019	26.2845	29.7811	21.8153	
1FPU_TK	37.9909	38.341	43.4873	43.7894	8.3751	38.891	40.0501	40.7506	15.597	26.8397	29.2026	39.8637	26.7774	27.9979	40.311	41.7926	38.9384	39.8845	42.572	41.4868	42.5048	40.2191	38.402	35.8838	42.9456	39.771	35.8836	41.9979	39.0345	38.2187	32.0325	38.3495	44.1172	42.7492	41.8246	45.6053	40.081	41.637	44.3158	43.5591	42.0805	39.4903	41.2092	40.7487	41.7483	39.1131	39.2793	39.4618	40.259	39.0197	40.8794	35.1457	35.0624	32.6305	39.9217	41.9243	34.2453	36.5315	39.1608	36.7177	38.273	34.8696	35.9993	37.8368	36.3118	41.1712	36.8462	36.6933	40.9501	39.8825	41.1482	37.0735	41.2467	40.0828	33.4671	35.4205	40.526	40.0175	43.398	40.2969	40.5209	42.4022	41.5911	42.9883	40.4512	42.6504	44.4273	40.4959	41.7835	46.3424	22.2459	41.4133	22.5281	100.0	45.0685	47.8375	44.8591	45.019	39.901	44.6654	42.0002	41.7236	41.5894	44.6647	44.7216	40.8492	44.9563	40.4581	40.4958	44.565	35.5731	42.4024	46.3793	42.9527	39.1361	43.2597	45.7975	40.939	45.4129	43.4498	43.4372	28.7277	44.0664	46.9718	39.2528	43.0878	40.4238	44.1349	44.0967	44.2692	44.0408	42.9088	41.0864	42.0185	
1FVR_TK	44.0455	44.2797	43.2866	45.2423	10.7231	45.1329	40.5689	46.0219	20.1131	32.6946	35.4643	43.1288	33.993	35.3381	39.2812	41.9733	41.3729	43.9	44.5324	42.9227	43.7618	43.1784	42.2479	39.5588	48.1175	41.0952	40.1804	44.309	39.7051	36.4788	33.9934	39.8538	44.4344	44.646	43.9604	44.9273	46.9601	48.0151	49.1422	47.4336	46.8086	46.8229	44.7044	45.8625	46.2589	48.8257	45.1509	47.5129	48.0548	42.0618	46.9798	45.0376	45.354	42.9305	45.6195	46.5249	44.7485	44.7031	45.0616	42.8352	45.1574	42.5751	45.5517	45.0259	42.0274	46.0679	42.0963	43.7552	41.2093	39.544	41.6998	43.7311	41.5178	44.9621	34.6011	34.3409	46.9248	43.5992	49.4113	42.9345	44.7804	43.2981	41.432	42.9268	45.5539	45.7626	45.5611	38.2611	40.5739	47.4534	27.3801	39.8305	28.0594	45.0685	100.0	47.0922	45.4566	40.8474	46.1992	47.6202	45.1267	45.0883	40.4263	42.4296	48.2709	44.0226	48.7889	36.86	40.1141	46.7255	42.5759	44.7348	43.3367	46.7366	39.129	51.1846	47.9408	39.4273	46.7028	45.6603	43.0937	36.1855	43.4457	45.1708	37.9473	41.6944	41.8209	45.7009	45.6975	46.0579	46.5379	45.775	46.9184	44.074	
1GJO_TK	40.0092	40.1788	46.1051	43.9809	8.8491	42.0752	42.6267	44.1375	16.3359	28.7014	31.1785	41.7953	28.3311	29.7199	41.3079	43.8936	38.9991	40.2234	45.9199	44.661	42.1383	41.7524	37.9953	37.0313	45.6337	39.1672	35.0227	42.4041	42.0744	37.0151	34.5142	37.8809	41.5593	41.0332	42.0611	46.9181	42.5682	43.154	45.7142	43.9897	43.5681	41.6964	43.4606	44.184	43.8495	41.7709	41.8776	42.0419	42.8472	41.7874	44.2597	37.4779	37.7447	35.1117	44.1792	44.9032	36.8229	39.8744	43.4714	39.0582	40.6626	36.6102	38.8737	39.7871	37.1057	42.9458	38.0729	39.1372	40.3644	40.3161	40.7222	39.5835	40.8587	42.407	33.7063	35.7059	44.6388	43.0465	45.6557	44.3293	44.4372	42.7795	41.8205	47.1952	44.1517	44.3483	46.8974	39.6979	43.1316	54.1195	23.0081	43.5723	23.0583	47.8375	47.0922	100.0	48.032	43.4464	42.5425	47.7479	42.3265	43.9709	41.8903	45.817	48.2861	43.2486	45.4682	38.0253	44.8206	47.7627	37.2996	44.2612	47.7231	45.5178	41.9125	46.0191	50.1579	44.3708	47.6821	46.716	47.0348	29.4983	45.7978	47.4272	40.277	43.4193	42.8651	43.7603	43.6002	46.1453	46.3755	45.1985	44.5792	42.7523	
1IRK_TK	44.0438	44.4786	44.7858	42.5609	11.0195	43.9508	41.212	48.1753	20.0357	34.5295	37.1685	44.4988	34.2026	36.0717	39.445	44.0255	35.3255	37.4179	41.3214	39.8622	42.8228	42.2195	42.9268	41.3641	43.773	40.9766	37.1579	39.5391	38.7626	34.5273	32.8968	37.1194	40.5655	38.7894	45.4818	45.3579	43.6548	41.9384	44.7145	41.5606	48.5205	42.2699	41.6007	42.4618	42.7637	41.3105	46.4629	42.6762	42.2752	42.745	45.5027	40.1675	38.3151	36.7067	41.4881	45.6782	41.2424	42.1678	42.5528	38.1056	40.2784	39.3497	41.0279	43.809	42.3265	43.3276	41.1129	42.9016	37.3355	37.7541	40.3444	40.0887	37.1535	43.7835	29.7845	32.0203	47.7158	45.2307	49.4334	44.099	46.7652	40.2626	38.6587	41.9134	48.6596	41.7575	43.0307	34.8471	39.0735	47.2725	27.9051	39.3708	28.1507	44.8591	45.4566	48.032	100.0	40.8066	45.8226	47.3191	41.1328	42.5993	38.7943	41.6524	46.2325	46.565	47.5	38.1116	41.4423	44.6785	40.4453	43.1139	42.3717	45.7343	38.4732	47.9167	48.8149	39.5662	46.9246	45.4676	42.8127	34.8701	42.0718	43.7501	37.2339	41.3125	39.9939	46.0661	46.1526	45.3813	46.3225	48.696	46.582	41.4232	
1K2P_TK	33.7243	34.0204	42.9027	40.5847	7.0393	34.4277	40.4221	39.2452	12.7933	22.461	24.9408	34.849	22.739	23.8615	40.9976	40.4161	39.6962	38.9761	39.507	38.8527	39.9595	36.8105	35.8741	38.219	39.3359	38.1502	35.7278	39.3515	41.4195	40.607	33.4682	37.1703	42.8293	40.1378	40.4306	44.9984	36.0864	36.8539	40.4038	40.23	39.1745	40.7217	38.2391	38.7751	38.939	35.0353	37.0326	36.601	37.4572	39.5435	34.5337	30.4421	30.8833	28.0069	38.6916	38.5041	30.7654	32.0269	37.1621	32.749	34.246	29.4573	31.031	34.8054	30.9363	37.9597	31.7288	33.4393	41.2945	40.3516	43.188	35.6185	43.2848	38.1733	36.3332	37.6667	39.5636	41.0773	40.9919	38.6138	40.5559	41.2507	40.8935	43.5564	40.1095	36.9676	37.7528	39.4424	41.0581	43.4055	18.3521	43.1002	18.2932	45.019	40.8474	43.4464	40.8066	100.0	37.2594	42.2124	39.1717	37.4769	43.0779	43.3166	42.7557	38.678	44.7611	44.9941	40.0991	42.3644	36.635	44.438	43.7018	43.459	42.2199	39.7944	45.0872	43.013	43.2036	41.3742	40.9171	24.9468	43.5621	42.0282	42.952	44.8015	42.4734	40.5128	40.2551	41.9308	41.1845	40.4982	35.6823	38.563	
5H3Q_TK	40.8657	41.3085	41.6872	40.3163	10.8333	43.797	38.3635	45.1868	20.2439	29.252	32.8801	42.0715	35.6677	33.2341	37.4407	40.5539	35.7068	37.7638	39.1558	37.5226	37.6462	37.9496	39.2876	43.5617	40.5445	36.7422	39.1391	36.0716	39.9623	34.3939	38.1501	33.7964	36.2953	35.7814	44.3188	40.5084	40.2889	45.7224	46.764	45.7282	47.6526	40.8669	40.974	42.1266	41.6252	41.8937	44.4859	42.7893	42.6839	42.9936	44.6625	39.9998	38.1257	36.7242	39.7659	45.3918	41.3852	40.3112	43.1324	39.4911	38.9118	37.8724	40.3516	41.641	39.2724	41.3555	39.3606	39.8248	37.885	35.2361	40.445	46.384	35.4713	42.2998	29.0208	30.2514	46.464	42.0931	48.286	43.4192	47.7271	38.6976	37.5259	39.2994	47.1879	37.4505	40.5959	32.2788	38.3027	43.7262	25.9162	37.3522	26.8877	39.901	46.1992	42.5425	45.8226	37.2594	100.0	51.1607	41.2532	41.4797	37.9658	38.9622	42.0723	42.877	42.6448	36.0347	42.6791	43.9094	44.5855	40.175	39.7616	41.2985	36.0567	47.3748	45.6328	36.835	44.4112	46.1166	43.0593	36.6027	37.5017	41.1581	35.6544	39.514	39.9915	46.1729	46.0342	39.904	40.7149	48.5489	44.3841	45.0736	
4ASZ_TK	41.8637	42.2119	44.5342	42.9211	9.7782	44.5714	43.0046	46.2462	17.9423	28.4175	32.1281	42.3172	30.6412	32.1548	40.6604	44.2824	38.2895	40.047	43.7963	42.6726	41.7995	42.4015	41.6112	41.5993	45.1335	40.3046	39.2095	41.6323	44.7136	36.4039	35.9018	38.1466	42.1029	39.2038	43.8393	46.4091	43.4432	45.8772	46.8876	46.4954	45.6988	44.1481	43.7629	44.7489	44.6085	42.4	43.3881	44.018	44.7057	43.0408	44.2416	40.4551	40.5863	37.6839	42.9853	46.7347	39.6413	42.2294	45.3947	40.7813	42.5334	39.5134	41.3383	44.0449	41.7629	44.8323	39.8952	41.9066	40.8182	38.8433	42.2804	45.1392	41.5373	44.4069	35.0081	36.4613	46.3644	43.8805	48.4106	44.867	46.6566	42.7657	41.4874	45.4676	47.5039	41.9603	43.7782	37.0748	42.9503	47.2437	24.3167	40.5222	24.6555	44.6654	47.6202	47.7479	47.3191	42.2124	51.1607	100.0	41.2667	43.7105	42.0914	43.4599	45.4659	46.9844	45.2828	37.9114	43.1009	46.6138	39.1668	45.9307	44.4144	44.982	39.9253	48.3438	47.31	42.3432	47.6786	46.8818	46.9246	32.5129	44.0381	44.9112	40.6962	45.811	44.7608	45.6052	45.4245	45.2911	45.8053	46.9537	44.6081	44.4269	
1LUF_TK	33.6212	34.1943	38.3218	37.7861	8.1349	32.6668	35.4583	37.9081	15.3663	25.4314	27.8198	35.7864	26.483	26.7828	34.1159	34.4003	35.7254	36.2387	39.9658	37.9426	35.5488	34.5374	33.4837	36.2387	38.0193	32.1779	36.2669	34.6307	35.9038	33.969	34.4447	33.1521	36.5554	38.4557	38.9056	38.7678	35.6098	37.5381	40.2805	39.4506	41.3304	38.4945	37.2729	38.553	38.1417	38.0293	37.1633	37.3258	37.5768	35.6467	35.3135	33.9951	34.5752	32.6605	38.9554	38.1434	34.8843	35.6999	38.1573	33.8132	36.4677	30.6108	34.0547	34.3172	32.4951	38.3475	31.2702	34.1271	36.9783	33.0083	40.3894	38.7262	37.2029	37.6566	30.528	32.6807	40.7608	40.2552	42.2767	41.148	39.4942	38.0823	36.7388	36.8189	39.6172	36.9715	38.871	33.0595	37.0085	43.2878	20.7809	39.5275	21.1586	42.0002	45.1267	42.3265	41.1328	39.1717	41.2532	41.2667	100.0	36.7853	41.1738	40.2991	43.6258	36.5826	44.2473	39.3031	38.5385	41.488	41.1852	38.4499	42.0686	41.444	39.2219	42.0906	42.0675	38.7453	41.9768	43.667	39.4778	27.8775	40.6285	42.2774	35.9179	37.8729	37.1619	44.295	44.1142	38.1077	37.9491	39.6307	38.859	40.7112	
1M14_TK	41.8294	42.0892	38.143	42.1172	11.8324	43.566	37.43	44.4933	20.9255	33.4233	37.9386	44.329	34.998	37.0823	35.4966	40.6181	39.1782	42.0723	42.5442	41.6469	40.2636	47.9659	40.2279	36.7218	45.8948	40.2585	38.7345	43.7092	38.4217	33.7486	31.2207	38.7293	41.8558	41.9183	40.7907	42.6195	46.9105	44.9241	46.3271	44.0885	44.5038	39.9187	39.5591	40.182	40.1484	45.1896	39.0695	42.9251	43.6446	38.9508	45.163	43.0142	42.2795	40.6668	39.6445	43.8795	41.1192	45.2417	39.5301	45.9749	47.1979	43.6623	43.526	43.2897	40.526	44.4024	43.6742	41.2403	35.8282	37.3092	37.95	39.6219	36.9456	42.7479	34.57	30.6655	46.7176	44.306	45.3907	41.5185	42.6703	40.8393	39.3099	41.9445	44.2333	44.4291	46.2745	37.5581	40.1923	45.0958	29.4171	35.8843	28.3634	41.7236	45.0883	43.9709	42.5993	37.4769	41.4797	43.7105	36.7853	100.0	37.6495	40.7386	43.1267	43.1306	41.7004	33.6864	36.8475	42.0064	37.18	41.7483	40.7415	44.5059	38.0253	44.1089	43.929	36.2528	44.674	42.8249	47.8662	37.7886	42.4729	40.6853	35.8689	39.1653	39.8648	44.8071	44.9232	42.5472	43.281	43.9108	46.4392	41.431	
1MP8_TK	31.2316	31.5851	38.949	39.2052	6.5877	32.8502	37.2643	37.0442	12.2413	20.6296	23.2812	33.0889	22.0443	22.6181	38.1897	37.8916	38.07	37.5006	41.0098	40.7767	38.4901	36.1108	33.246	39.6002	37.3337	37.2857	37.3851	38.1468	41.0098	38.479	37.3582	38.7651	39.3056	38.5936	40.9178	42.2315	34.8927	37.664	40.1273	40.0452	37.3225	38.2463	36.9298	36.5033	36.6991	34.4849	33.6261	34.8995	35.9185	40.0954	32.8778	30.4487	31.4969	28.3386	39.9869	39.2677	31.6657	31.3353	39.3129	33.0168	34.208	29.3765	31.4083	33.4948	30.5006	39.1079	29.7698	30.9257	41.4292	38.9302	42.639	38.1383	41.57	39.3098	35.6352	38.0877	39.4531	39.5098	39.2724	41.4914	39.6082	40.3337	39.7179	41.7986	40.4025	38.766	39.1101	38.5853	42.7403	43.2725	17.3802	41.3008	17.3342	41.5894	40.4263	41.8903	38.7943	43.0779	37.9658	42.0914	41.1738	37.6495	100.0	43.7506	41.7539	38.5434	40.2503	42.805	42.0506	44.2793	37.7236	40.5281	44.194	43.2494	43.4787	39.1303	41.6224	42.3131	43.2453	42.843	43.4924	25.0627	44.644	43.9281	43.8267	42.8229	43.6501	41.2048	40.9344	39.7344	38.7928	40.1263	37.8581	41.9697	
1MQB_TK	35.275	35.5359	40.8732	40.6618	7.3603	36.2613	39.1633	39.4685	13.5076	23.8724	26.7466	36.9242	24.0805	25.2037	39.8897	41.3955	39.4298	40.0792	42.2123	41.9147	40.7801	39.0024	37.2372	36.0994	41.143	39.1066	35.6903	40.0632	42.923	38.422	33.8431	40.453	40.9557	41.7188	40.2132	43.4726	39.0891	39.6839	42.4708	41.4231	40.0368	40.6796	38.5192	38.8793	38.9189	37.5726	34.9603	36.9241	37.7678	39.3965	37.2796	32.6943	33.2848	30.5486	38.9326	40.7759	32.4108	34.5507	39.5322	36.1515	37.767	31.715	33.9249	35.1965	32.1924	40.1631	33.121	34.0964	39.3801	39.9117	43.0437	36.7223	40.1794	39.6903	36.6266	38.0945	41.4861	42.2137	41.3747	42.1414	40.1404	42.5916	42.2557	44.6717	41.5109	40.2064	42.3662	38.9913	45.3525	44.5477	19.8155	41.1776	19.1561	44.6647	42.4296	45.817	41.6524	43.3166	38.9622	43.4599	40.2991	40.7386	43.7506	100.0	44.7216	40.3684	42.3029	40.0449	40.8712	44.4637	34.2126	41.0083	46.0955	49.6169	49.6751	41.8759	44.7093	40.7861	51.1244	49.4736	44.3402	26.0681	44.0474	45.2976	44.1876	45.4093	45.1779	42.2889	42.0768	42.884	42.5067	40.4798	41.0667	41.9818	
1PKG_TK	43.2779	43.5676	43.4308	46.1009	9.7493	42.2884	42.9669	44.0466	17.8804	30.2495	33.332	42.2819	29.8476	32.1797	41.8434	45.1102	41.0294	42.7683	43.2595	41.8855	43.1949	41.4365	40.9064	38.19	43.1272	40.3815	36.3831	42.1648	40.8274	36.6127	35.266	37.9795	44.894	43.9012	41.9865	45.9717	43.1049	43.8992	48.4705	44.6026	46.7147	46.3617	43.5197	44.9185	44.5357	45.3775	45.5604	44.9577	44.9293	41.3811	42.038	40.3014	41.0212	38.5897	46.2956	47.6875	40.9305	40.6085	47.1071	40.9583	41.2947	39.0111	40.8547	43.0358	38.4508	43.7379	39.1655	39.3127	39.6805	41.4082	41.7061	40.1697	39.3115	45.0174	35.2602	35.9691	45.7079	46.0748	48.4227	42.6756	41.8113	45.2758	43.3926	44.3844	43.6887	44.3241	44.5785	40.0517	43.3483	47.3008	25.101	41.0558	24.6428	44.7216	48.2709	48.2861	46.2325	42.7557	42.0723	45.4659	43.6258	43.1267	41.7539	44.7216	100.0	45.8431	50.3065	37.7974	41.2805	48.3041	40.1285	43.2264	45.0542	47.2716	41.9182	51.2589	48.3727	41.7785	47.1424	44.2094	43.4401	31.1162	44.6979	44.3027	39.9778	44.3071	44.4599	45.9604	45.655	47.0949	47.4102	45.6224	46.2695	41.9279	
